"Data Source","World Development Indicators",

"Last Updated Date","2023-05-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"East Asia & Pacific","EAS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5868179838670.75","6408653395714.14","6912218854858.89","7457401395659.83","8149719539918.48","8862340593048.77","9598772663880.28","10212557094475.4","10314298704408.6","10894059066723.6","11824377727060.7","12558171123147.5","13439300810041.2","14435627307352.7","15781067305566.4","17299029469103","19131307231096.4","21292941177253.9","22804628405517.2","23799069236720.6","26014607975798.3","28180965634869.3","30267677882627.2","32068088614433.1","33475678024543.5","34667295012240","36068287889097.2","38001592575144.8","40805009696570.7","43239852978590.9","43865981980082.8","47996273667220.3","",
"Europe & Central Asia (excluding high income)","ECA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2563062840079.95","2517578437672.56","2330418638430.9","2252515274812.15","2034670262280.23","2037445007973.52","2066726620352.75","2162553147462.8","1979987454367.24","2046861752902.15","2297207320250.72","2426435628120.06","2598717635392.75","2877500020167.73","3217343479741.62","3628022490376.46","4343702627187.37","4844592349096.03","5559396329109.46","5386988196271.17","5801073986471.66","6442535701647.58","6868455500450.96","7454115383806.64","7639811940714.02","7512702579961.62","7717588190425.51","8233346317952.36","8835915633430.14","9173670327823.19","9131309227564.43","10031716639271.2","",
"Europe & Central Asia","ECS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9990090765412.48","10283606976843.9","10355846542180.6","10463758107416.9","10661758588441.6","11085133621267.8","11486286396170.5","11995207292890.9","12256128698520.7","12743964141235.2","13741744449333.3","14452034097136.2","15172038518773.4","15800848049550.3","16824183526570.8","17775540303470.5","19744985775847.3","21239035097533.7","22776659504683.6","22227150457023.1","23253781343944.5","24707442420577.1","25491090347668.5","26762740431314.7","27552639095486.2","28076583789204.1","29500553009207.3","31156691785110.1","32834172157421.9","34623959401691.1","33585998908370.7","36241291833568.8","",
"Ecuador","ECU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49360324945.667","53219427159.88","55583117054.9825","58023399118.1066","61785987862.5224","64502522019.741","66821015586.8712","70915090521.7373","74055798174.8483","71540165654.7739","73959714522.7841","78662851588.4557","83161704041.9597","87112064066.3229","96795307185.9024","105112984510.981","113127832578.443","118729671253.5","128699388785.714","130258037842.079","136470638996.153","150266909235.128","159559695566.132","175196209316.482","186846614273.657","179309604311.665","181967413007.433","195010792573.628","202243945975.181","205886434547.615","192140979865.012","208600950803.523","",
"Egypt, Arab Rep.","EGY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208225264212.044","217689570248.869","232609364594.264","245030446417.168","260206259991.376","277995800234.433","297208202556.806","318938574161.5","340510892435.664","366212581663.711","398365559191.172","421741060108.516","438551606033.997","461488206119.82","493267795611.611","531485171118.127","585380921472.045","643813085520.761","703117730009.895","740695928753.333","788181096808.807","818754235836.905","958659720240.143","992022227977.067","985262043446.578","1064235799328.8","1057086848346.43","1062265603571.56","1145441923025.07","1230729358560.32","1290025001305.81","1388329424822.99","",
"Euro area","EMU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5293105077086.24","5620803641876.52","5829953815575.69","5927150384952.92","6202005586186.45","6486057267615.42","6702125382569.16","6985644958071.47","7334488561502.71","7634782955151.65","8135803405792.06","8547811630891.84","8924769092063.51","9120187804455.63","9528948748054.05","9907213188767.36","10766091392678.3","11451152140152.9","11938659541479","11668444759227.9","12024861906380.4","12553284719025","12706571901680.5","13150150407752.6","13521546382936.3","13932026438170.7","14822325646848.4","15563264756182.8","16260703091079","17233267782539.4","16474533597651.1","17522935148160.9","",
"Eritrea","ERI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1835577957.49416","2131914133.88056","2639522930.60541","2771900737.53135","3083998266.22424","3385289345.01046","3484074363.17025","3533649355.4762","3500163737.25985","3892379613.81065","4071849497.34522","4041948853.8255","4210704830.89201","4454546908.77504","4547489240.33154","4737024454.99091","4355564713.01755","4553407654.4267","4709241272.78227","5224331270.24732","","","","","","","","","","","",
"Spain","ESP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","531939935493.163","563930733763.379","582141230526.068","589793285440.726","616743565901.77","647039569340.82","677321633038.472","717536155383.166","768150902105.119","805891424628.996","875796238617.438","937662855338.98","1009753311276.12","1056690704336.66","1122140095653.3","1205129771230.45","1363806560740.17","1468679547245.25","1528583945708.69","1487913139912.03","1475607357203.48","1489595017146.76","1483646917303.62","1512074688796.68","1558305994181.4","1621069891987.84","1733214656948.48","1841780549395.31","1904499539409.75","2030068257603.94","1805699644476.35","1925177610316.5","",
"Estonia","EST","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9309409483.65605","9755862844.17533","11167391134.4677","11714087871.2019","11694825363.5915","13163957434.3737","14320141252.9539","16087733549.9594","18001980450.7687","19806620533.7428","22536536810.9861","26052762444.1991","29760437079.9402","30488783700.7275","27328318320.5251","28784301818.1179","32598232994.527","34384867089.0084","36198153224.201","38050116722.6556","38378217195.5802","41201006348.4063","44556473262.6919","47920817734.1549","51698065723.6384","51235068820.608","56420510064.9406","",
"Ethiopia","ETH","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19852712752.9884","19059181820.3363","17802951528.0188","20620215797.7377","21732368694.1377","23547651713.0904","26958449212.6516","28282750743.6817","27612017240.6469","29446594243.9228","31942592633.7143","35373636955.8251","36469110586.1774","36385079560.7834","42432772884.7308","48935682622.1492","55911280419.8643","64000691939.7389","72265338910.6871","79130494301.4933","90132134553.8849","102289393957.91","112533091823.037","122434385173.204","148485604878.241","167119104031.576","194651496419.484","215094143811.298","235244157187.76","259479976889.791","278520091213.391","306447087760.791","",
"European Union","EUU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6231355403571.28","6535558974008.5","6753334253582.96","6877933026938.77","7212525835151.8","7568982275918.01","7833737583168.94","8152608048182.91","8548950815167.42","8896105612205.58","9479063031668.28","9962040725671.06","10422101412861.4","10684363230137.3","11226386884147.1","11680259845214.5","12727208081162.6","13608911214275.2","14293091567082.6","14028925490560.5","14511751735825.1","15203585475317.5","15434071949356.6","15957601865117.7","16440172729452.9","16990829095112.6","18065134379621.3","19034531910387.2","19959484172734.8","21244136035255.7","20470816387071.5","21814130069676.2","",
"Fragile and conflict affected situations","FCS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1199513849184.35","1232649164491.02","1264066149265.36","1262016193087.58","1211855385278.26","1231809303882.8","1274614063817.27","1364556614287.32","1451465317619.12","1503117014153.49","1630323499446.1","1741478750445","1797006182797.96","1804380642531.61","2108891285305.7","2313537274988.37","2547273712980.05","2788394578628.7","2986836820937.56","3026729858298.23","3232407378510.69","3332433635139.01","3588828242950.06","3838657249940.43","3935806900645.04","3847855333097.61","3978827875443.45","4196964849570.21","4426889255224.53","4617777149375.19","4497787823058.99","4773259098977.53","",
"Finland","FIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90487289758.489","88040890347.8111","87080489520.9043","88554495710.1056","94029890955.2092","100049847766.343","102941739995.039","112019838794.629","121506562770.423","127934744369.414","138670011067.827","144231939095.244","148763741906.139","151453514193.808","163129042699.123","168146788316.398","181438203426.293","200141650030.277","212980676990.544","202731086578.479","208926600349.575","220471055643.893","221285752810.968","225680035610.262","228058553146.46","232867491858.974","246928408039.55","262026475788.422","273463067469.717","286075849722.276","289172099895.265","305959912421.826","",
"Fiji","FJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3057274612.14091","3075326294.37444","3337280306.39255","3489155294.83355","3745410371.09697","3919546550.27817","4182895190.43394","4161415792.20128","4262961224.30579","4703463406.69275","4728252304.11338","4931473134.5417","5168598261.02152","5323311703.26778","5755920283.4261","5977970751.5436","6276583944.42403","6391375327.44577","6581233400.42469","6531613082.31393","6805416542.66629","7134734867.15989","7646755789.3648","8254663160.44005","9831527180.51068","10781765042.5927","11020155973.1376","11783674116.4674","12525154662.6767","12675000574.3615","10647014036.7087","10522588362.3812","",
"France","FRA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1027983143178.58","1073887065804.18","1115925813005.12","1135195442993.18","1186779993461.92","1237192142239.12","1276251877791.21","1333839241035.27","1405950582027.2","1470523899441.7","1589551596985.56","1687042717869.47","1762926373243.27","1753692811828.18","1822244394040.99","1926880446239.76","2065561696349.24","2184594990879.52","2259256991361.58","2243937994593.01","2334558750402.2","2446475413051","2474003939353.38","2608522466158.15","2662033396692.53","2718496736713.76","2864106383742.44","2983008898740.32","3125379876905.32","3403158794112.95","3241821048482.46","3455864816389.23","",
"Faroe Islands","FRO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170343407.174819","189183861.145709","201250509.98894","222792275.764915","226333532.833811","247288514.19189","243802557.619374","232975230.385996","242313186.227747","249105322.204237","267063239.815641","278999337.147969","284897534.330602","295087583.062477","293675798.837751","309069463.660951","318347811.203187","320947814.696004","319225118.04959","324783019.672145","336112538.578687","354035867.533622","353925603.514928","346870985.323446","345209473.738004","364778257.923652","371750767.520265","388966298.167317","399101674.373171","411012977.794867","408623110.520459","412033894.04114","",
"Gabon","GAB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11756534670.0762","12897033198.4977","12783325605.38","13602793196.6689","14409093539.7368","15442952505.7469","16295772628.1039","17528018689.5139","18341758860.6639","16938747928.9375","16996326420.9699","17750333017.6181","17982084376.0297","18749071095.2991","19385126066.8097","20528063102.4161","20567560178.3187","22392520884.9543","22066944569.2701","22237328130.0058","24100123448.2339","26345487003.7203","26868451928.813","27463881944.8317","28955844877.1506","28630139365.0076","28684983156.4358","30986311650.7557","31992420269.1224","33841472240.0978","33619920340.9072","35529000505.4917","",
"United Kingdom","GBR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","978435959455.98","1000365893761.13","1027266100081.15","1077799791973.47","1143152553085.09","1196883044011.92","1278218724574.25","1344179411125.57","1385211815783.89","1435578291557.54","1559315008602.14","1644265559377.38","1725432214728.13","1810710174565.24","1923128366541.39","1977979675503.34","2120106470341.64","2189201423114.18","2278427398954.81","2192922911391.34","2295661695707.83","2364569465138.54","2453351747492.28","2579158803764.99","2686202472925.53","2794324172515.81","2928593108075.34","3063306948134.75","3161750378791.18","3319199194661.7","3136646017092.42","3424261591527.77","",
"Georgia","GEO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27489532136.1114","22422719057.9122","12636475831.7032","9145754022.35514","8369585504.62746","8767259396.64607","9927697209.53831","11161200302.2302","11637268190.048","12139872995.0321","12643135949.6943","13549227806.6762","14513618437.6828","16436756681.7202","17855980599.2214","20181920327.1598","22764400550.4375","26320525346.7965","27474125341.3643","26640846923.2209","28645939686.9038","31404963200.6754","36640112634.8222","39451053057.9766","43054252353.1571","45035492644.5473","47930061166.6244","50662483514.4009","54384974673.8243","58115885124.0691","54840076153.2695","63096682194.0307","",
"Ghana","GHA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24331326718.0264","26482752926.7177","28137061086.5811","30200999386.94","31863833924.9645","33869838491.4149","36077372483.8737","38239544274.601","40487581441.5571","42864702808.9966","45457748574.8764","48341165652.922","51303833682.1704","55036816884.1357","59679026476.0077","65181934990.673","71493482298.25","76617291210.661","85231540997.7212","89933332780.5191","98203999246.7771","114325851683.939","131005819816.779","140882670454.275","151592328449.185","144983754861.81","142202680902.213","148982694254.14","161999623782.092","175628483453.943","178658725562.138","196050132518.675","",
"Gibraltar","GIB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5602180282.0393","5942992521.45163","6277250167.76505","6750181176.42324","7168037726.42811","7655549753.72625","8143532329.44435","8713204009.95848","9132367513.29228","9614095954.49111","10078006490.0547","10682053943.6228","11408821681.6566","11779248205.5904","12378499041.3607","13149318800.2138","13716303121.5724","15047366321.8714","15969802622.9584","15891728981.8794","16856833421.4478","18172750190.6579","19125167503.1917","19730520884.617","20122408008.2583","20799124961.1001","24399990225.9638","29176885979.9954","31773456071.5443","34158403647.2252","36271033216.0115","39251579673.6738","",
"Gambia, The","GMB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1486275490.38069","1584278615.17764","1675130599.62289","1766489508.7829","1806996272.21985","1861156295.4474","1937374850.35255","2067351925.29861","2163792351.40841","2334719455.3715","2518932392.83829","2725072344.76049","2677598286.27518","2918024795.42483","3207599620.08799","3230384759.39241","3311559774.92902","3504558164.22653","3795220000.82856","4074146025.4162","4366715883.15413","4095033765.28765","4190620609.90576","4165986163.68023","4102796584.71164","4311179261.73183","4446016237.15633","4588632823.22907","5038169413.08512","5447372731.90489","5545635207.61255","6022454960.04951","",
"Guinea-Bissau","GNB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","986527797.29865","1071904195.90455","1108391582.19516","1158492175.46272","1221094280.84759","1301554190.11051","1479129915.66013","1602437867.28121","1165121016.52943","1193657421.1524","1286947550.06764","1344746606.41927","1352250286.60819","1386777693.52225","1463326953.09847","1573598887.50051","1659614919.76232","1760082435.06464","1851306496.65842","1925942349.33006","2038960051.21636","2249594251.25778","2175252518.53473","2248857564.16191","2332574695.02558","2774674410.9887","3113471483.94557","3519615667.21345","3649961684.21453","3882435324.72653","3834926315.17592","4146064483.44827","",
"Equatorial Guinea","GNQ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","273818554.354483","280184707.045899","386139482.045331","438905740.547005","523001000.024766","627338831.622738","1064155007.17414","2705971401.60224","3386999598.16043","4316220022.03928","5217963392.37949","8717168578.82431","10576078609.5502","12289854980.7345","17415114806.0331","20969493493.2425","23282060015.5678","27565410457.9683","33094595461.5909","33754144712.4436","31111318633.3306","33829572382.3589","38742501085.3548","37422586820.9297","37816353965.5144","28095292742.1539","24861119032.1946","28459489607.0028","27322099020.9369","26286273402.6323","25474719819.3613","26282447438.7075","",
"Greece","GRC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135740197802.591","144680982699.852","149013845691.929","150105463992.356","156376875117.725","163008376057.298","171331106821.043","182903285212.716","193335947930.317","198711870247.148","210928905508.001","227657187048.444","246559427543.151","261157122066.077","278924456091.345","281028288686.782","314601542238.267","323985198252.361","341817993053.192","337202939986.514","310415504983.982","285079593304.756","275143590350.289","284949103892.689","290011169381.561","289570760339.534","296466369907.234","307636097252.196","317881651462.228","333856938288.069","303870889300.602","335133033938.539","",
"Grenada","GRD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","455057848.20252","476965075.794283","483682483.308668","485448376.275273","504211656.771888","525746682.138294","559134042.420771","597302850.789724","675019869.901356","731754001.848061","784910359.186043","786350315.028329","826056497.671158","922080226.413508","940702351.355629","1099006850.23959","1087653840.45063","1185449859.24157","1219634070.29983","1146276559.91519","1154121499.68639","1187113039.99111","1199574282.19567","1285879276.92482","1420283897.28609","1551090006.19092","1656776976.9124","1798093162.28673","1921345754.75616","1968920014.97389","1718542576.90968","1873866431.76793","",
"Greenland","GRL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30046099836.8364","32198519368.958","34525670760.4709","36732053741.0108","39029754882.7452","41820075723.2058","43845381741.1167","46547913293.9569","49422370159.5035","52046949577.7614","55146958032.8737","57704717526.5067","60854041909.9349","63643900683.2183","67403065462.1346","71794093050.2619","77969894548.8584","85152109934.6424","89643564039.5157","90648387301.058","94383670884.0624","100356396780.438","106499944416.169","112026328527.748","118753948140.898","127566291555.947","130131253708.676","133882980507.73","141751651275.831","150062012778.911","149191488668.013","167792339917.516","",
"Guam","GUM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2265679084.68375","2484192284.97584","2737917533.50541","3031948598.81042","3360916545.77077","3604040265.33264","3961998892.17293","4279421495.97317","4254923080.41041","4442611991.91879","4481300306.97963","4686715519.71182","4813669771.0851","4877638452.13971","5086875820.98518","5144036427.7463","5574770807.21281","6137159700.27749","6364653193.18464","6636781026.82159","6994501444.95331","7510830548.78362","7916298602.38304","8369728851.78957","8360281355.32149","8593945843.62234","8713910376.3188","9306806134.43556","9952337448.75282","10672596689.8438","15497551857.0316","19379525610.189","",
"High income","HIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18545816525145.6","19521273381923.6","20426650500349.9","21201164038319.2","22426803052899.1","23576666057572.4","24791794800985.4","26053391414925.8","27094955692522.8","28360094978117.1","30336788495845","31541562294723.6","32772611214263.9","34129960187539.7","36301093876912.7","38336228626605.1","41160457981891.6","43562217989492.9","45099237512080.9","44201164390034.1","46179151754979.3","48342406409434.6","49985017858118.4","51889140563920.1","53553015942639.9","54772475752545.7","56681751186550.7","59283990402514.5","62064117355933.2","64690565427842.5","62963394511054.5","67955558627608.3","",
"Hong Kong SAR, China","HKG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104107366047.725","113765016079.979","123612437852.145","134389548263.055","145544392351.55","152123705294.083","161505904333.333","172669339725.547","164340829824.277","170834432494.288","188093241263.033","193409498011.957","199677938799.868","209842005690.179","234221492278.517","259413651779.332","286224525559.093","312963821900.419","325753721677.893","319779865213.282","345524692224.076","369685331700.329","373482558531.676","385448332074.392","396043918178.997","411294477052.779","419837595257.968","442425449123.253","465891514509.631","466266324178.777","441000954801.011","488461722079.693","",
"Honduras","HND","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10157742843.252","10152684494.3573","11014750163.1492","12008283753.9579","12290700845.1929","13325084858.9538","13822909692.9352","14707825439.0031","15407355414.2702","15509539250.2388","17017380291.3044","17874630462.5534","18834745107.2295","20079792893.9685","21903843578.3998","23957582874.8062","26318713885.291","28702687971.1366","30491064152.4839","29940316628.7531","31430677476.8836","33314349143.9269","34844289142.3691","36445584467.0234","39875503507.5608","43955139193.462","47719049297.9263","52444135530.2339","55761679698.8568","58264953973.3812","53680916828.4514","62919565687.4281","",
"Heavily indebted poor countries (HIPC)","HPC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","389208901627.137","406765062825.875","415023604732.39","430096856356.214","440225757267.026","472635848086.985","506809300069.375","546055737155.046","571597667949.826","598616356355.416","630667615751.964","671390980986.233","704691667778.188","748897542493.953","812435967109.524","885439151273.195","967036498742.638","1048219369820.25","1128668307127.92","1178152764701.78","1265650250538.47","1347839742103.7","1381599669605.83","1479191428366.82","1619622992582.04","1699333619561.46","1811262665569.1","1921619802352.85","2050061683839.03","2176086245106.53","2206945531385.64","2383247422632.84","",
"Croatia","HRV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37211867480.1021","40122314180.4203","43237089808.5233","44811424509.5109","44855016361.2525","47674225224.5794","50092672009.7068","54959531322.7902","58945061818.1201","63253760079.7736","66613773971.1822","75928123060.7329","84167460521.3787","90411165710.1056","87082594080.0613","86116224093.4213","90295604436.3569","91597731073.0332","94198526400.911","94774456523.4969","98104727707.5252","105444961281.73","112215972260.047","118177132791.981","128413664225.44","120175757532.792","134685972582.603","",
"Haiti","HTI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15093656086.9022","15897529391.1441","15396434303.1219","14906122837.0285","13405016321.6044","15040716965.3509","15950312961.2391","16664214864.2177","17219454966.6799","17935383849.6535","18501302340.9776","18853286385.6536","19348514043.3025","20417147119.5338","20688935001.9621","21993234854.2395","23072862915.6052","24811691946.4843","25959715178.3174","27665031802.1691","26415225452.7231","28338743512.0008","28317559793.5753","30705944268.3952","31282859076.0868","31002356005.9301","33430852748.7186","34630691147.5786","36049394908.902","36076067067.6394","35290173968.7496","36095639132.6724","",
"Hungary","HUN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86364426059.9037","85625931336.3169","87150561358.1082","91634907275.2216","94949944810.438","96433632942.6797","101102155352.394","106755322187.514","111315201192.571","121055806390.837","134582541887.677","147567884018.729","156826752183.744","164464476337.881","172611895620.975","185194583367.095","192088218282.01","208070456356.536","207769510188.569","217507718161.305","229736703978.527","230898725659.909","242941598582.397","253565765890.429","263858067583.423","274278759096.808","288755963637.472","311968303729.151","337507187291.248","332136330136.903","357074809712.595","",
"IBRD only","IBD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10169327940548.5","10720059066829","11198237932586.5","11803819069196.2","12444625262503.2","13260023909334.7","14244205308049.1","15212550571683.4","15538619476252","16362510420537.3","17727271955249.2","18816863603538.5","19972055112104.4","21567991548552.2","23893977345734.7","26440442878949.4","29824602424752.6","33327389034846.9","36323609562256.4","37731832621005.1","41129033633295.4","44749370551951.7","47925364965458.1","50625000731488.2","52637518636805.1","53575618939238.7","56049958830609.3","59500724480427.5","63955978816842.2","67545971287277.5","66972854559303.7","74316914032193.7","",
"IDA & IBRD total","IBT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11350675649972.7","11967256975121.1","12502874769025.3","13155810466858.5","13840858824205.5","14739943798010.7","15823135376983.4","16880526703187.3","17282522254873.3","18190175330841.6","19674981707805","20893589983810.6","22186082117330.4","23942756670864.1","26496963692034.1","29293007996188","32949953129592.7","36734188254855","39970479170854.1","41578746757748.3","45253366491674.5","49148813907489","52545313671460.9","55571183615137.5","57966967847664.5","59151319285331","61885180448122.2","65638888906010.5","70539189763830.1","74524632979317.8","74029180445791.7","81966097635882.1","",
"IDA total","IDA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1185014614279.3","1251093325304.14","1308742348661.8","1355883069099.75","1400015692765.64","1483861979395.1","1582990668574.65","1672018803948.19","1748677749839.62","1832553190224.57","1952297178308.55","2081783425774.11","2219591184473.96","2380583818147.01","2609104961062.99","2859008797273.21","3131534348828.31","3412703146969.09","3652526332215.86","3852933397555.89","4130725731721.88","4406184252572.93","4627791983144.36","4954019113378.86","5339052306721.39","5586654145480.95","5846701448897.75","6149787570301.1","6595558677317.55","6991961904165.56","7070702443136.89","7663564815000.07","",
"IDA blend","IDB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","584994811354.807","618941654061.921","654951421640.021","669942206042.092","692377042734.038","724849436013.797","771808704688.093","800116000035.222","831373197808.069","863972439128.547","917943793019.965","978457900335.993","1055494314363.59","1133729833053.73","1252455463393.27","1370661890827.59","1495996044476.93","1623317934358.47","1717199359693.18","1820587131875.97","1939568728350.08","2066787832330.32","2152815409919.84","2289414940497.29","2450350670723.87","2544222862787.13","2595334982753.43","2690077487785.95","2869948320789.29","3003365275757.12","3001301330135.25","3294406854981.79","",
"Indonesia","IDN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","559227723733.001","617313147084.704","672405192137.084","733061080269.032","805167938021.239","889624205356.582","976738907012.991","1040279253528.42","913896371687.469","934107259827.278","1002269831589.48","1062190577262.82","1127283023412.57","1204482901941.76","1299038798645.55","1416041981248.24","1540034456670.35","1682010613727.26","1817361593744.38","1913672578431.34","2057206510182.67","2229511719014.97","2413435225696.69","2535041372928.96","2622251600815.57","2647706548803.03","2744896640112.26","2894125530220.37","3116594552426.23","3331570511714.96","3302097492964.25","3566265111446.87","",
"IDA only","IDX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","599960310235.124","631999157676.939","653124868627.631","685804956052.192","707469305542.975","759247980205.07","811497361246.892","872898448672.175","918583943982.866","970240822258.419","1036230871659.74","1105343076684.84","1165734032712.71","1248569998530.62","1358294952109.52","1490191710481.03","1637685454473.85","1791891553476.72","1938489662844.67","2035643854064.72","2194744091692.95","2343231654005.78","2479120595340.13","2669138354433.37","2894220303112.54","3048940712972.46","3260997359424.31","3471506473257.5","3738894919895.28","4004315492297.87","4086799530814.56","4386279592031","",
"Isle of Man","IMN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
